timestamp,user,role,ip,location,command,email_attachments,privileged_action,role_change,change_request,resource,access_type,alert
2025-01-06 01:35:00,alice,user,192.168.1.15,UK,netstat,12,False,False,CR456,confidential_data,success,R3: Location/IP Anomaly
2025-01-02 06:23:00,charlie,user,192.168.1.35,UK,netstat,3,False,False,CR456,prod_server,success,R1: Lateral Movement
2025-01-02 06:23:00,charlie,user,192.168.1.35,UK,netstat,3,False,False,CR456,prod_server,success,R3: Location/IP Anomaly
2025-01-01 14:40:00,bob,admin,192.168.1.24,USA,cat,7,False,False,,public_data,fail,R1: Lateral Movement
2025-01-01 14:40:00,bob,admin,192.168.1.24,USA,cat,7,False,False,,public_data,fail,R3: Location/IP Anomaly
2025-01-03 15:43:00,charlie,user,192.168.1.21,UK,reboot,13,False,False,CR456,prod_server,success,R1: Lateral Movement
2025-01-03 15:43:00,charlie,user,192.168.1.21,UK,reboot,13,False,False,CR456,prod_server,success,R3: Location/IP Anomaly
2025-01-03 15:43:00,charlie,user,192.168.1.21,UK,reboot,13,False,False,CR456,prod_server,success,R6: Rare Command by Non-Privileged User
2025-01-01 14:40:00,dave,analyst,192.168.1.32,India,whoami,12,False,False,CR456,prod_server,success,R1: Lateral Movement
2025-01-01 14:40:00,dave,analyst,192.168.1.32,India,whoami,12,False,False,CR456,prod_server,success,R3: Location/IP Anomaly
2025-01-05 12:24:00,bob,analyst,192.168.1.30,USA,whoami,15,False,False,,prod_server,fail,R1: Lateral Movement
2025-01-05 12:24:00,bob,analyst,192.168.1.30,USA,whoami,15,False,False,,prod_server,fail,R2: Rapid Multi-System Access
2025-01-05 12:24:00,bob,analyst,192.168.1.30,USA,whoami,15,False,False,,prod_server,fail,R3: Location/IP Anomaly
2025-01-04 18:21:00,eve,admin,192.168.1.34,UK,sudo su,6,False,False,CR456,public_data,success,R1: Lateral Movement
2025-01-04 18:21:00,eve,admin,192.168.1.34,UK,sudo su,6,False,False,CR456,public_data,success,R3: Location/IP Anomaly
2025-01-01 17:15:00,alice,analyst,192.168.1.28,Germany,ls,10,False,False,CR123,prod_server,success,R1: Lateral Movement
2025-01-01 17:15:00,alice,analyst,192.168.1.28,Germany,ls,10,False,False,CR123,prod_server,success,R3: Location/IP Anomaly
2025-01-05 09:57:00,alice,analyst,192.168.1.33,UK,reboot,31,False,False,CR456,confidential_data,success,R1: Lateral Movement
2025-01-05 09:57:00,alice,analyst,192.168.1.33,UK,reboot,31,False,False,CR456,confidential_data,success,R3: Location/IP Anomaly
2025-01-05 09:57:00,alice,analyst,192.168.1.33,UK,reboot,31,False,False,CR456,confidential_data,success,R5: Mass Email Attachment
2025-01-05 09:57:00,alice,analyst,192.168.1.33,UK,reboot,31,False,False,CR456,confidential_data,success,R6: Rare Command by Non-Privileged User
2025-01-05 20:07:00,eve,analyst,192.168.1.48,India,ls,24,False,False,CR123,internal_docs,success,R1: Lateral Movement
2025-01-05 20:07:00,eve,analyst,192.168.1.48,India,ls,24,False,False,CR123,internal_docs,success,R2: Rapid Multi-System Access
2025-01-05 20:07:00,eve,analyst,192.168.1.48,India,ls,24,False,False,CR123,internal_docs,success,R3: Location/IP Anomaly
2025-01-05 20:07:00,eve,analyst,192.168.1.48,India,ls,24,False,False,CR123,internal_docs,success,R5: Mass Email Attachment
2025-01-05 04:11:00,dave,analyst,192.168.1.48,USA,scp,10,False,False,CR456,internal_docs,success,R1: Lateral Movement
2025-01-05 04:11:00,dave,analyst,192.168.1.48,USA,scp,10,False,False,CR456,internal_docs,success,R2: Rapid Multi-System Access
2025-01-05 04:11:00,dave,analyst,192.168.1.48,USA,scp,10,False,False,CR456,internal_docs,success,R3: Location/IP Anomaly
2025-01-07 20:20:00,bob,admin,192.168.1.36,UK,cat,8,False,False,,prod_server,success,R1: Lateral Movement
2025-01-07 20:20:00,bob,admin,192.168.1.36,UK,cat,8,False,False,,prod_server,success,R3: Location/IP Anomaly
2025-01-06 04:54:00,eve,user,192.168.1.18,USA,whoami,37,False,False,CR456,internal_docs,fail,R1: Lateral Movement
2025-01-06 04:54:00,eve,user,192.168.1.18,USA,whoami,37,False,False,CR456,internal_docs,fail,R3: Location/IP Anomaly
2025-01-06 04:54:00,eve,user,192.168.1.18,USA,whoami,37,False,False,CR456,internal_docs,fail,R5: Mass Email Attachment
2025-01-05 05:11:00,alice,user,192.168.1.24,UK,netstat,1,False,False,CR456,public_data,success,R1: Lateral Movement
2025-01-05 05:11:00,alice,user,192.168.1.24,UK,netstat,1,False,False,CR456,public_data,success,R3: Location/IP Anomaly
2025-01-05 01:14:00,charlie,user,192.168.1.39,India,cat,8,False,True,CR123,public_data,fail,R1: Lateral Movement
2025-01-05 01:14:00,charlie,user,192.168.1.39,India,cat,8,False,True,CR123,public_data,fail,R3: Location/IP Anomaly
2025-01-04 05:16:00,charlie,user,192.168.1.41,Germany,cat,27,False,False,CR123,prod_server,fail,R1: Lateral Movement
2025-01-04 05:16:00,charlie,user,192.168.1.41,Germany,cat,27,False,False,CR123,prod_server,fail,R3: Location/IP Anomaly
2025-01-04 05:16:00,charlie,user,192.168.1.41,Germany,cat,27,False,False,CR123,prod_server,fail,R5: Mass Email Attachment
2025-01-07 01:07:00,charlie,analyst,192.168.1.46,USA,reboot,2,False,False,CR456,confidential_data,success,R1: Lateral Movement
2025-01-07 01:07:00,charlie,analyst,192.168.1.46,USA,reboot,2,False,False,CR456,confidential_data,success,R2: Rapid Multi-System Access
2025-01-07 01:07:00,charlie,analyst,192.168.1.46,USA,reboot,2,False,False,CR456,confidential_data,success,R3: Location/IP Anomaly
2025-01-07 01:07:00,charlie,analyst,192.168.1.46,USA,reboot,2,False,False,CR456,confidential_data,success,R6: Rare Command by Non-Privileged User
2025-01-05 03:24:00,eve,admin,192.168.1.5,India,whoami,10,False,False,CR456,public_data,success,R1: Lateral Movement
2025-01-05 03:24:00,eve,admin,192.168.1.5,India,whoami,10,False,False,CR456,public_data,success,R3: Location/IP Anomaly
2025-01-08 00:20:00,charlie,analyst,192.168.1.37,USA,sudo su,12,False,False,,prod_server,success,R1: Lateral Movement
2025-01-08 00:20:00,charlie,analyst,192.168.1.37,USA,sudo su,12,False,False,,prod_server,success,R3: Location/IP Anomaly
2025-01-08 00:20:00,charlie,analyst,192.168.1.37,USA,sudo su,12,False,False,,prod_server,success,R6: Rare Command by Non-Privileged User
2025-01-08 00:20:00,charlie,analyst,192.168.1.37,USA,sudo su,12,False,False,,prod_server,success,R8: Restricted Prod Access at Odd Hours
2025-01-04 06:56:00,bob,analyst,192.168.1.46,India,reboot,8,False,False,,prod_server,success,R1: Lateral Movement
2025-01-04 06:56:00,bob,analyst,192.168.1.46,India,reboot,8,False,False,,prod_server,success,R3: Location/IP Anomaly
2025-01-04 06:56:00,bob,analyst,192.168.1.46,India,reboot,8,False,False,,prod_server,success,R6: Rare Command by Non-Privileged User
2025-01-03 11:31:00,bob,admin,192.168.1.29,Germany,whoami,13,False,False,CR123,public_data,fail,R1: Lateral Movement
2025-01-03 11:31:00,bob,admin,192.168.1.29,Germany,whoami,13,False,False,CR123,public_data,fail,R3: Location/IP Anomaly
2025-01-03 12:57:00,bob,user,192.168.1.11,India,cat,13,False,False,,confidential_data,fail,R1: Lateral Movement
2025-01-03 12:57:00,bob,user,192.168.1.11,India,cat,13,False,False,,confidential_data,fail,R2: Rapid Multi-System Access
2025-01-03 12:57:00,bob,user,192.168.1.11,India,cat,13,False,False,,confidential_data,fail,R3: Location/IP Anomaly
2025-01-06 23:57:00,dave,admin,192.168.1.25,USA,netstat,48,False,False,,public_data,success,R1: Lateral Movement
2025-01-06 23:57:00,dave,admin,192.168.1.25,USA,netstat,48,False,False,,public_data,success,R3: Location/IP Anomaly
2025-01-06 23:57:00,dave,admin,192.168.1.25,USA,netstat,48,False,False,,public_data,success,R5: Mass Email Attachment
2025-01-03 21:48:00,charlie,admin,192.168.1.42,Germany,scp,9,False,False,CR123,public_data,fail,R1: Lateral Movement
2025-01-03 21:48:00,charlie,admin,192.168.1.42,Germany,scp,9,False,False,CR123,public_data,fail,R3: Location/IP Anomaly
2025-01-03 10:43:00,dave,admin,192.168.1.2,USA,ls,4,False,False,CR456,public_data,success,R1: Lateral Movement
2025-01-03 10:43:00,dave,admin,192.168.1.2,USA,ls,4,False,False,CR456,public_data,success,R2: Rapid Multi-System Access
2025-01-03 10:43:00,dave,admin,192.168.1.2,USA,ls,4,False,False,CR456,public_data,success,R3: Location/IP Anomaly
2025-01-05 01:33:00,bob,user,192.168.1.12,USA,netstat,8,False,False,,internal_docs,success,R1: Lateral Movement
2025-01-05 01:33:00,bob,user,192.168.1.12,USA,netstat,8,False,False,,internal_docs,success,R3: Location/IP Anomaly
2025-01-04 01:34:00,alice,admin,192.168.1.42,India,whoami,4,False,False,CR456,public_data,success,R1: Lateral Movement
2025-01-04 01:34:00,alice,admin,192.168.1.42,India,whoami,4,False,False,CR456,public_data,success,R3: Location/IP Anomaly
2025-01-04 21:41:00,charlie,user,192.168.1.32,India,ls,10,False,False,CR123,prod_server,fail,R1: Lateral Movement
2025-01-04 21:41:00,charlie,user,192.168.1.32,India,ls,10,False,False,CR123,prod_server,fail,R3: Location/IP Anomaly
2025-01-02 22:11:00,dave,user,192.168.1.22,Germany,ls,4,False,False,CR123,internal_docs,fail,R1: Lateral Movement
2025-01-02 22:11:00,dave,user,192.168.1.22,Germany,ls,4,False,False,CR123,internal_docs,fail,R3: Location/IP Anomaly
2025-01-05 00:26:00,eve,analyst,192.168.1.33,UK,sudo su,9,False,False,CR123,prod_server,success,R1: Lateral Movement
2025-01-05 00:26:00,eve,analyst,192.168.1.33,UK,sudo su,9,False,False,CR123,prod_server,success,R3: Location/IP Anomaly
2025-01-05 00:26:00,eve,analyst,192.168.1.33,UK,sudo su,9,False,False,CR123,prod_server,success,R6: Rare Command by Non-Privileged User
2025-01-05 00:26:00,eve,analyst,192.168.1.33,UK,sudo su,9,False,False,CR123,prod_server,success,R8: Restricted Prod Access at Odd Hours
2025-01-05 12:23:00,bob,analyst,192.168.1.20,UK,whoami,21,False,False,CR456,public_data,fail,R1: Lateral Movement
2025-01-05 12:23:00,bob,analyst,192.168.1.20,UK,whoami,21,False,False,CR456,public_data,fail,R3: Location/IP Anomaly
2025-01-05 12:23:00,bob,analyst,192.168.1.20,UK,whoami,21,False,False,CR456,public_data,fail,R5: Mass Email Attachment
2025-01-06 15:59:00,dave,admin,192.168.1.40,USA,ls,0,False,False,CR123,internal_docs,fail,R1: Lateral Movement
2025-01-06 15:59:00,dave,admin,192.168.1.40,USA,ls,0,False,False,CR123,internal_docs,fail,R2: Rapid Multi-System Access
2025-01-06 15:59:00,dave,admin,192.168.1.40,USA,ls,0,False,False,CR123,internal_docs,fail,R3: Location/IP Anomaly
2025-01-04 12:54:00,alice,admin,192.168.1.3,Germany,netstat,12,False,False,CR123,confidential_data,success,R1: Lateral Movement
2025-01-04 12:54:00,alice,admin,192.168.1.3,Germany,netstat,12,False,False,CR123,confidential_data,success,R2: Rapid Multi-System Access
2025-01-04 12:54:00,alice,admin,192.168.1.3,Germany,netstat,12,False,False,CR123,confidential_data,success,R3: Location/IP Anomaly
2025-01-02 07:43:00,charlie,admin,192.168.1.21,India,scp,35,True,False,CR123,confidential_data,fail,R1: Lateral Movement
2025-01-02 07:43:00,charlie,admin,192.168.1.21,India,scp,35,True,False,CR123,confidential_data,fail,R3: Location/IP Anomaly
2025-01-02 07:43:00,charlie,admin,192.168.1.21,India,scp,35,True,False,CR123,confidential_data,fail,R5: Mass Email Attachment
2025-01-01 12:19:00,dave,analyst,192.168.1.16,UK,whoami,8,False,False,CR456,prod_server,success,R1: Lateral Movement
2025-01-01 12:19:00,dave,analyst,192.168.1.16,UK,whoami,8,False,False,CR456,prod_server,success,R3: Location/IP Anomaly
2025-01-02 15:53:00,bob,analyst,192.168.1.30,UK,cat,2,False,False,CR123,confidential_data,success,R1: Lateral Movement
2025-01-02 15:53:00,bob,analyst,192.168.1.30,UK,cat,2,False,False,CR123,confidential_data,success,R2: Rapid Multi-System Access
2025-01-02 15:53:00,bob,analyst,192.168.1.30,UK,cat,2,False,False,CR123,confidential_data,success,R3: Location/IP Anomaly
2025-01-04 15:19:00,alice,admin,192.168.1.38,India,cat,4,False,False,CR123,public_data,success,R1: Lateral Movement
2025-01-04 15:19:00,alice,admin,192.168.1.38,India,cat,4,False,False,CR123,public_data,success,R3: Location/IP Anomaly
2025-01-04 13:03:00,charlie,analyst,192.168.1.26,USA,cat,17,False,False,CR456,public_data,fail,R1: Lateral Movement
2025-01-04 13:03:00,charlie,analyst,192.168.1.26,USA,cat,17,False,False,CR456,public_data,fail,R3: Location/IP Anomaly
2025-01-01 14:01:00,alice,admin,192.168.1.16,USA,ls,3,False,False,,internal_docs,success,R1: Lateral Movement
2025-01-01 14:01:00,alice,admin,192.168.1.16,USA,ls,3,False,False,,internal_docs,success,R3: Location/IP Anomaly
2025-01-07 00:06:00,bob,analyst,192.168.1.34,Germany,netstat,8,False,False,CR456,confidential_data,success,R1: Lateral Movement
2025-01-07 00:06:00,bob,analyst,192.168.1.34,Germany,netstat,8,False,False,CR456,confidential_data,success,R2: Rapid Multi-System Access
2025-01-07 00:06:00,bob,analyst,192.168.1.34,Germany,netstat,8,False,False,CR456,confidential_data,success,R3: Location/IP Anomaly
2025-01-04 17:15:00,eve,admin,192.168.1.37,USA,netstat,48,False,False,CR123,confidential_data,fail,R1: Lateral Movement
2025-01-04 17:15:00,eve,admin,192.168.1.37,USA,netstat,48,False,False,CR123,confidential_data,fail,R3: Location/IP Anomaly
2025-01-04 17:15:00,eve,admin,192.168.1.37,USA,netstat,48,False,False,CR123,confidential_data,fail,R5: Mass Email Attachment
2025-01-04 06:35:00,charlie,user,192.168.1.5,USA,whoami,14,False,False,,public_data,success,R1: Lateral Movement
2025-01-04 06:35:00,charlie,user,192.168.1.5,USA,whoami,14,False,False,,public_data,success,R3: Location/IP Anomaly
2025-01-02 01:18:00,charlie,user,192.168.1.17,USA,scp,47,False,False,CR456,confidential_data,success,R1: Lateral Movement
2025-01-02 01:18:00,charlie,user,192.168.1.17,USA,scp,47,False,False,CR456,confidential_data,success,R3: Location/IP Anomaly
2025-01-02 01:18:00,charlie,user,192.168.1.17,USA,scp,47,False,False,CR456,confidential_data,success,R5: Mass Email Attachment
2025-01-05 15:47:00,bob,analyst,192.168.1.25,Germany,ls,10,False,False,,internal_docs,fail,R1: Lateral Movement
2025-01-05 15:47:00,bob,analyst,192.168.1.25,Germany,ls,10,False,False,,internal_docs,fail,R2: Rapid Multi-System Access
2025-01-05 15:47:00,bob,analyst,192.168.1.25,Germany,ls,10,False,False,,internal_docs,fail,R3: Location/IP Anomaly
2025-01-02 15:20:00,charlie,user,192.168.1.18,USA,ls,29,False,False,CR456,internal_docs,fail,R1: Lateral Movement
2025-01-02 15:20:00,charlie,user,192.168.1.18,USA,ls,29,False,False,CR456,internal_docs,fail,R3: Location/IP Anomaly
2025-01-02 15:20:00,charlie,user,192.168.1.18,USA,ls,29,False,False,CR456,internal_docs,fail,R5: Mass Email Attachment
2025-01-08 04:43:00,dave,analyst,192.168.1.28,UK,whoami,30,False,False,CR123,public_data,success,R1: Lateral Movement
2025-01-08 04:43:00,dave,analyst,192.168.1.28,UK,whoami,30,False,False,CR123,public_data,success,R3: Location/IP Anomaly
2025-01-08 04:43:00,dave,analyst,192.168.1.28,UK,whoami,30,False,False,CR123,public_data,success,R5: Mass Email Attachment
2025-01-02 05:16:00,bob,analyst,192.168.1.43,India,cat,1,False,False,CR456,internal_docs,success,R1: Lateral Movement
2025-01-02 05:16:00,bob,analyst,192.168.1.43,India,cat,1,False,False,CR456,internal_docs,success,R3: Location/IP Anomaly
2025-01-01 20:41:00,alice,user,192.168.1.31,USA,ls,2,False,False,CR123,internal_docs,success,R1: Lateral Movement
2025-01-01 20:41:00,alice,user,192.168.1.31,USA,ls,2,False,False,CR123,internal_docs,success,R2: Rapid Multi-System Access
2025-01-01 20:41:00,alice,user,192.168.1.31,USA,ls,2,False,False,CR123,internal_docs,success,R3: Location/IP Anomaly
2025-01-06 04:58:00,bob,user,192.168.1.24,India,cat,24,False,False,CR456,prod_server,fail,R1: Lateral Movement
2025-01-06 04:58:00,bob,user,192.168.1.24,India,cat,24,False,False,CR456,prod_server,fail,R2: Rapid Multi-System Access
2025-01-06 04:58:00,bob,user,192.168.1.24,India,cat,24,False,False,CR456,prod_server,fail,R3: Location/IP Anomaly
2025-01-06 04:58:00,bob,user,192.168.1.24,India,cat,24,False,False,CR456,prod_server,fail,R5: Mass Email Attachment
2025-01-06 04:58:00,bob,user,192.168.1.24,India,cat,24,False,False,CR456,prod_server,fail,R8: Restricted Prod Access at Odd Hours
2025-01-04 04:38:00,eve,admin,192.168.1.18,USA,whoami,32,False,True,CR123,public_data,success,R1: Lateral Movement
2025-01-04 04:38:00,eve,admin,192.168.1.18,USA,whoami,32,False,True,CR123,public_data,success,R3: Location/IP Anomaly
2025-01-04 04:38:00,eve,admin,192.168.1.18,USA,whoami,32,False,True,CR123,public_data,success,R5: Mass Email Attachment
2025-01-03 06:18:00,eve,admin,192.168.1.12,USA,netstat,41,False,False,,prod_server,fail,R1: Lateral Movement
2025-01-03 06:18:00,eve,admin,192.168.1.12,USA,netstat,41,False,False,,prod_server,fail,R2: Rapid Multi-System Access
2025-01-03 06:18:00,eve,admin,192.168.1.12,USA,netstat,41,False,False,,prod_server,fail,R3: Location/IP Anomaly
2025-01-03 06:18:00,eve,admin,192.168.1.12,USA,netstat,41,False,False,,prod_server,fail,R5: Mass Email Attachment
2025-01-07 05:39:00,alice,user,192.168.1.45,USA,cat,5,False,False,CR456,internal_docs,fail,R1: Lateral Movement
2025-01-07 05:39:00,alice,user,192.168.1.45,USA,cat,5,False,False,CR456,internal_docs,fail,R3: Location/IP Anomaly
2025-01-07 13:47:00,bob,user,192.168.1.9,Germany,reboot,15,False,False,CR456,public_data,fail,R1: Lateral Movement
2025-01-07 13:47:00,bob,user,192.168.1.9,Germany,reboot,15,False,False,CR456,public_data,fail,R3: Location/IP Anomaly
2025-01-07 13:47:00,bob,user,192.168.1.9,Germany,reboot,15,False,False,CR456,public_data,fail,R6: Rare Command by Non-Privileged User
2025-01-03 22:59:00,charlie,user,192.168.1.21,UK,netstat,45,False,False,CR123,internal_docs,success,R1: Lateral Movement
2025-01-03 22:59:00,charlie,user,192.168.1.21,UK,netstat,45,False,False,CR123,internal_docs,success,R2: Rapid Multi-System Access
2025-01-03 22:59:00,charlie,user,192.168.1.21,UK,netstat,45,False,False,CR123,internal_docs,success,R3: Location/IP Anomaly
2025-01-03 22:59:00,charlie,user,192.168.1.21,UK,netstat,45,False,False,CR123,internal_docs,success,R5: Mass Email Attachment
2025-01-06 05:17:00,charlie,analyst,192.168.1.22,USA,sudo su,5,False,True,,public_data,fail,R1: Lateral Movement
2025-01-06 05:17:00,charlie,analyst,192.168.1.22,USA,sudo su,5,False,True,,public_data,fail,R3: Location/IP Anomaly
2025-01-06 05:17:00,charlie,analyst,192.168.1.22,USA,sudo su,5,False,True,,public_data,fail,R6: Rare Command by Non-Privileged User
2025-01-02 12:18:00,eve,admin,192.168.1.45,Germany,netstat,5,False,False,CR456,public_data,fail,R1: Lateral Movement
2025-01-02 12:18:00,eve,admin,192.168.1.45,Germany,netstat,5,False,False,CR456,public_data,fail,R2: Rapid Multi-System Access
2025-01-02 12:18:00,eve,admin,192.168.1.45,Germany,netstat,5,False,False,CR456,public_data,fail,R3: Location/IP Anomaly
2025-01-06 05:13:00,bob,admin,192.168.1.32,Germany,rm -rf,4,False,False,CR123,confidential_data,fail,R1: Lateral Movement
2025-01-06 05:13:00,bob,admin,192.168.1.32,Germany,rm -rf,4,False,False,CR123,confidential_data,fail,R2: Rapid Multi-System Access
2025-01-06 05:13:00,bob,admin,192.168.1.32,Germany,rm -rf,4,False,False,CR123,confidential_data,fail,R3: Location/IP Anomaly
2025-01-04 00:33:00,eve,analyst,192.168.1.24,Germany,cat,11,False,False,CR123,public_data,fail,R1: Lateral Movement
2025-01-04 00:33:00,eve,analyst,192.168.1.24,Germany,cat,11,False,False,CR123,public_data,fail,R3: Location/IP Anomaly
2025-01-01 11:25:00,charlie,admin,192.168.1.31,India,netstat,0,False,False,CR123,confidential_data,fail,R1: Lateral Movement
2025-01-01 11:25:00,charlie,admin,192.168.1.31,India,netstat,0,False,False,CR123,confidential_data,fail,R3: Location/IP Anomaly
2025-01-05 09:41:00,dave,analyst,192.168.1.17,UK,sudo su,5,False,False,CR456,confidential_data,success,R1: Lateral Movement
2025-01-05 09:41:00,dave,analyst,192.168.1.17,UK,sudo su,5,False,False,CR456,confidential_data,success,R3: Location/IP Anomaly
2025-01-05 09:41:00,dave,analyst,192.168.1.17,UK,sudo su,5,False,False,CR456,confidential_data,success,R6: Rare Command by Non-Privileged User
2025-01-05 10:41:00,alice,analyst,192.168.1.14,Germany,scp,31,False,False,CR456,prod_server,fail,R1: Lateral Movement
2025-01-05 10:41:00,alice,analyst,192.168.1.14,Germany,scp,31,False,False,CR456,prod_server,fail,R3: Location/IP Anomaly
2025-01-05 10:41:00,alice,analyst,192.168.1.14,Germany,scp,31,False,False,CR456,prod_server,fail,R5: Mass Email Attachment
2025-01-04 02:02:00,bob,admin,192.168.1.2,UK,rm -rf,2,False,False,,prod_server,fail,R1: Lateral Movement
2025-01-04 02:02:00,bob,admin,192.168.1.2,UK,rm -rf,2,False,False,,prod_server,fail,R3: Location/IP Anomaly
2025-01-04 02:02:00,bob,admin,192.168.1.2,UK,rm -rf,2,False,False,,prod_server,fail,R8: Restricted Prod Access at Odd Hours
2025-01-03 23:07:00,eve,admin,192.168.1.30,India,whoami,12,False,False,CR456,public_data,success,R1: Lateral Movement
2025-01-03 23:07:00,eve,admin,192.168.1.30,India,whoami,12,False,False,CR456,public_data,success,R2: Rapid Multi-System Access
2025-01-03 23:07:00,eve,admin,192.168.1.30,India,whoami,12,False,False,CR456,public_data,success,R3: Location/IP Anomaly
2025-01-04 16:17:00,eve,admin,192.168.1.41,India,reboot,2,True,False,,prod_server,success,R1: Lateral Movement
2025-01-04 16:17:00,eve,admin,192.168.1.41,India,reboot,2,True,False,,prod_server,success,R3: Location/IP Anomaly
2025-01-06 19:18:00,eve,admin,192.168.1.4,Germany,whoami,10,False,True,,confidential_data,fail,R1: Lateral Movement
2025-01-06 19:18:00,eve,admin,192.168.1.4,Germany,whoami,10,False,True,,confidential_data,fail,R2: Rapid Multi-System Access
2025-01-06 19:18:00,eve,admin,192.168.1.4,Germany,whoami,10,False,True,,confidential_data,fail,R3: Location/IP Anomaly
